timestamp_ms,elapsed_ms,ram_mb,cpu_percent
1749856913847,5943,5,7.54
1749856914346,6442,6,5.69
1749856914846,6942,6,2.37
1749856915346,7442,7,6.98
1749856915846,7942,7,0.96
1749856916347,8443,7,0.96
1749856916847,8943,7,0.94
1749856917347,9443,7,1.02
1749856917847,9943,7,0.97
1749856918347,10443,7,0.99
1749856918847,10943,7,0.99
1749856919347,11443,7,0.97
1749856919846,11942,7,0.96
1749856920347,12443,7,0.91
1749856920847,12943,7,0.92
1749856921347,13443,6,1.05
1749856921846,13942,6,0.90
1749856922346,14442,6,0.88
1749856922846,14942,6,0.89
1749856923346,15442,6,0.95
1749856923847,15943,6,0.91
1749856924347,16443,6,0.92
1749856924847,16943,6,0.94
1749856925347,17443,6,0.90
1749856925847,17943,6,0.90
1749856926347,18443,6,0.91
1749856926847,18943,6,0.93
1749856927347,19443,6,0.91
1749856927847,19943,6,0.93
1749856928347,20443,6,0.93
1749856928847,20943,6,0.92
1749856929347,21443,6,0.91
1749856929847,21943,6,0.89
1749856930347,22443,6,0.91
1749856930847,22943,6,0.91
1749856931348,23444,6,0.90
1749856931848,23944,6,0.92
1749856932348,24444,6,0.93
1749856932848,24944,6,0.90
1749856933348,25444,7,0.90
1749856933848,25944,7,0.92
1749856934348,26444,7,0.89
1749856934848,26944,7,0.92
1749856935348,27444,7,0.96
1749856935848,27944,6,1.01
1749856936348,28444,6,0.92
1749856936848,28944,6,0.90
1749856937348,29444,6,0.92
1749856937849,29945,6,0.89
1749856938349,30445,6,0.86
1749856938849,30945,6,0.92
1749856939348,31444,6,0.92
1749856939849,31945,6,0.91
1749856940349,32445,6,0.92
1749856940849,32945,6,0.90
1749856941348,33444,5,1.85
1749856941848,33944,5,1.64
1749856942349,34445,5,0.88
1749856942848,34944,5,0.91
1749856943349,35445,5,0.91
1749856943849,35945,5,1.33
1749856944349,36445,5,0.89
1749856947783,39879,5,0.91
1749856948283,40379,5,0.90
1749856948783,40879,5,0.89
1749856949283,41379,5,0.90
1749856949783,41879,5,0.94
1749856950283,42379,5,0.92
1749856950783,42879,5,0.90
1749856951283,43379,5,0.89
1749856951783,43879,5,0.91
1749856952283,44379,5,0.91
1749856952784,44880,5,0.91
1749856953283,45379,5,0.89
1749856953783,45879,5,0.88
1749856954283,46379,5,0.90
1749856954783,46879,5,0.85
1749856955283,47379,5,0.89
1749856955782,47878,5,0.92
1749856956283,48379,5,0.87
1749856956783,48879,5,0.91
1749856957283,49379,5,0.91
1749856957783,49879,5,0.95
1749856958283,50379,5,0.92
1749856958783,50879,5,0.96
1749856959283,51379,5,0.91
1749856959782,51878,5,0.92
1749856960283,52379,5,0.91
1749856960783,52879,5,0.90
1749856961283,53379,5,0.90
1749856961783,53879,6,0.91
1749856962283,54379,6,0.96
1749856962783,54879,6,0.97
1749856963283,55379,5,0.99
1749856963783,55879,5,0.91
1749856964283,56379,5,0.93
1749856964783,56879,5,0.91
1749856965283,57379,5,0.91
1749856965784,57880,5,0.94
1749856966286,58382,5,0.91
1749856966785,58881,5,0.92
1749856967285,59381,5,0.93
1749856967785,59881,5,0.94
1749856968285,60381,5,1.03
1749856968785,60881,5,0.97
1749856969285,61381,5,0.91
1749856969784,61880,5,0.90
1749856970284,62380,5,0.91
1749856970785,62881,5,0.92
1749856971284,63380,5,0.90
1749856971785,63881,5,0.92
1749856972285,64381,5,0.94
1749856972785,64881,5,0.91
1749856973285,65381,5,0.90
1749856973785,65881,5,1.14
1749856974284,66380,5,0.91
1749856974785,66881,5,0.90
1749856975285,67381,5,0.89
1749856975785,67881,5,0.90
1749856976285,68381,5,0.92
1749856976785,68881,5,0.90
1749856977285,69381,6,0.94
1749856977784,69880,6,1.23
1749856978285,70381,6,6.39
1749856978785,70881,6,1.49
1749856979285,71381,6,1.12
1749856979785,71881,6,1.54
1749856983219,75315,6,0.89
1749856983718,75814,6,0.91
1749856984218,76314,6,0.90
1749856984718,76814,6,0.93
1749856985218,77314,6,1.06
1749856985719,77815,6,1.04
1749856986218,78314,6,0.91
1749856986718,78814,6,0.90
1749856987218,79314,6,0.92
1749856987719,79815,6,0.96
1749856988218,80314,6,0.92
1749856988718,80814,6,0.94
1749856989219,81315,6,0.99
1749856989719,81815,6,0.95
1749856990218,82314,6,0.95
1749856990718,82814,6,0.92
1749856991218,83314,6,0.92
1749856991718,83814,6,0.91
1749856992218,84314,6,0.92
1749856992718,84814,6,0.94
1749856993218,85314,6,1.01
1749856993718,85814,6,1.01
1749856994219,86315,6,0.93
1749856994719,86815,6,0.93
1749856995219,87315,6,0.96
1749856995719,87815,6,0.96
1749856996219,88315,6,0.92
1749856996719,88815,6,0.93
1749856997219,89315,6,1.06
1749856997719,89815,6,0.99
1749856998220,90316,6,0.95
1749856998720,90816,6,0.96
1749856999219,91315,6,0.95
1749856999719,91815,6,0.92
1749857000220,92316,6,0.93
1749857000720,92816,6,0.92
1749857001220,93316,6,0.98
1749857001720,93816,6,0.93
1749857002220,94316,6,0.94
1749857002720,94816,6,0.92
1749857003220,95316,6,0.90
1749857003720,95816,6,0.92
1749857004220,96316,6,0.90
1749857004720,96816,6,0.94
1749857005220,97316,6,1.04
1749857005720,97816,6,0.95
1749857006220,98316,6,0.94
1749857006721,98817,6,0.93
1749857007221,99317,6,0.94
1749857007721,99817,6,0.92
1749857008220,100316,7,0.98
1749857008721,100817,7,0.92
1749857009222,101318,6,1.13
1749857009721,101817,6,0.89
1749857010221,102317,6,0.92
1749857010722,102818,6,0.94
1749857011221,103317,6,0.87
1749857011722,103818,6,0.93
1749857012222,104318,6,0.93
1749857012721,104817,6,0.87
1749857013221,105317,6,0.93
1749857013721,105817,6,0.90
1749857014221,106317,6,0.89
1749857014722,106818,6,0.92
1749857018277,110373,6,0.90
1749857018777,110873,6,0.90
1749857019278,111374,6,0.93
1749857019778,111874,6,1.01
1749857020277,112373,6,0.97
1749857020778,112874,6,0.93
1749857021277,113373,5,1.61
1749857021778,113874,5,0.88
1749857022278,114374,5,0.88
1749857022778,114874,5,0.88
1749857023278,115374,5,0.89
1749857023778,115874,5,0.91
1749857024278,116374,5,1.05
1749857024778,116874,5,0.87
1749857025279,117375,5,0.89
1749857025779,117875,5,0.90
1749857026279,118375,5,0.88
1749857026779,118875,5,0.89
1749857027279,119375,5,0.89
1749857027779,119875,5,0.92
1749857028278,120374,5,1.01
1749857028779,120875,5,0.88
1749857029280,121376,5,0.97
1749857029780,121876,6,0.90
1749857030280,122376,6,0.90
1749857030780,122876,6,0.87
1749857031280,123376,6,0.92
1749857031780,123876,6,0.88
1749857032280,124376,6,0.96
1749857032779,124875,6,0.90
1749857033280,125376,6,0.92
1749857033780,125876,6,0.90
