issueCount,syncInterval,run,createTTVF,updateTTVF
5,30,1,0,4.767149000000245
5,30,1,0,5.20371299999897
5,30,1,0,25.771113999995578
5,30,1,0,4.860579000000143
5,30,1,0,25.36518100000103
5,30,1,0,4.139806999999564
5,30,1,0,3.996973999994225
5,30,1,0,3.0871730000071693
5,30,1,0,25.140920999998343
5,30,1,0,5.465775999997277
5,30,1,0,3.5561390000220854
5,30,1,0,4.036331999988761
5,30,1,0,24.668948000005912
5,30,1,0,3.7397410000266973
5,30,1,0,3.6615659999952186
5,30,1,0,3.692390999989584
5,30,1,0,24.92498000001069
5,30,1,0,2.4414709999982733
5,30,1,0,3.6015199999674223
5,30,1,0,4.171264000004157
5,30,2,0,4.48288699996192
5,30,2,0,4.415672999981325
5,30,2,0,24.798554000037257
5,30,2,0,4.07218900002772
5,30,2,0,24.178058000048622
5,30,2,0,4.2352609999943525
5,30,2,0,3.565864000003785
5,30,2,0,6.017839999985881
5,30,2,0,3.843764999997802
5,30,2,0,3.4779989999951795
5,30,2,0,3.752243000024464
5,30,2,0,3.7584679999854416
5,30,2,0,3.5987240000395104
5,30,2,0,3.895048999984283
5,30,2,0,3.67868799995631
5,30,2,0,3.3291449999669567
5,30,2,0,24.194098999956623
5,30,2,0,4.870193000067957
5,30,2,0,4.273307999945246
5,30,2,0,4.450338000082411
5,30,3,0,5.959782000049017
5,30,3,0,4.531714000040665
5,30,3,0,24.657316999975592
5,30,3,0,4.215242000063881
5,30,3,0,4.303813000093214
5,30,3,0,3.6485869999742135
5,30,3,0,25.58014199999161
5,30,3,0,4.34735100006219
5,30,3,0,27.53622400003951
5,30,3,0,4.793299000011757
5,30,3,0,24.936172000016086
5,30,3,0,4.022225999971852
5,30,3,0,4.09003500000108
5,30,3,0,4.414820999954827
5,30,3,0,4.219532000017352
5,30,3,0,25.96875900006853
5,30,3,0,4.269834000035189
5,30,3,0,3.88237200002186
5,30,3,0,3.9246640000492334
5,30,3,0,4.032309000031091
5,30,4,0,4.38691999996081
5,30,4,0,5.033162999898195
5,30,4,0,25.06931600009557
5,30,4,0,4.093436000053771
5,30,4,0,25.336309999926016
5,30,4,0,4.1150500000221655
5,30,4,0,3.8135999999940395
5,30,4,0,3.8379730000160635
5,30,4,0,3.8843890000134706
5,30,4,0,4.301153999986127
5,30,4,0,4.464445000048727
5,30,4,0,23.76132099982351
5,30,4,0,3.452847999986261
5,30,4,0,3.727322000078857
5,30,4,0,3.493894000072032
5,30,4,0,3.3155700000934303
5,30,4,0,3.9071110000368208
5,30,4,0,4.042802999960259
5,30,4,0,25.071909999940544
5,30,4,0,3.932647000066936
5,30,5,0,24.996768000070006
5,30,5,0,25.4559710000176
5,30,5,0,5.438515999820083
5,30,5,0,25.02341299992986
5,30,5,0,3.95113499998115
5,30,5,0,4.304033000022173
5,30,5,0,4.502767000114545
5,30,5,0,3.67612100020051
5,30,5,0,4.5444090000819415
5,30,5,0,4.333950000116602
5,30,5,0,4.213463999796659
5,30,5,0,3.7058999999426305
5,30,5,0,4.4455800000578165
5,30,5,0,3.970659000100568
5,30,5,0,4.404062000103295
5,30,5,0,4.297147999983281
5,30,5,0,4.0520319999195635
5,30,5,0,4.558734999969602
5,30,5,0,3.3028860001359135
5,30,5,0,4.122940999921411
