timestamp_ms,elapsed_ms,ram_mb,cpu_percent
1749991276048,3011,5,2.64
1749991276548,3511,6,5.16
1749991277048,4011,6,2.57
1749991277548,4511,6,5.13
1749991278048,5011,6,1.07
1749991278548,5511,6,1.07
1749991279048,6011,6,1.08
1749991279548,6511,6,1.10
1749991280048,7011,6,1.10
1749991280548,7511,6,1.09
1749991281048,8011,6,1.05
1749991281549,8512,6,1.05
1749991282049,9012,7,1.08
1749991282549,9512,7,0.97
1749991283049,10012,7,0.91
1749991283549,10512,7,0.98
1749991284049,11012,7,1.04
1749991284549,11512,7,0.96
1749991285049,12012,7,0.97
1749991285549,12512,7,0.97
1749991286049,13012,7,1.05
1749991286549,13512,7,0.99
1749991287049,14012,7,1.03
1749991287549,14512,7,1.04
1749991288049,15012,7,1.03
1749991288549,15512,7,1.00
1749991289049,16012,7,0.97
1749991289549,16512,7,1.03
1749991290048,17011,7,0.98
1749991290549,17512,7,0.98
1749991291049,18012,6,1.15
1749991291549,18512,6,1.02
1749991292050,19013,6,1.04
1749991292550,19513,6,4.28
1749991293050,20013,6,0.95
1749991293551,20514,6,1.03
1749991294050,21013,6,1.01
1749991294550,21513,6,0.98
1749991295050,22013,6,1.03
1749991295550,22513,6,1.02
1749991296051,23014,6,1.05
1749991296550,23513,6,1.03
1749991299984,26947,6,1.06
1749991300484,27447,6,1.05
1749991300983,27946,6,0.91
1749991301484,28447,6,1.02
1749991301984,28947,6,0.99
1749991302484,29447,6,0.99
1749991302983,29946,6,0.99
1749991303483,30446,6,0.97
1749991303984,30947,7,1.00
1749991304484,31447,7,1.01
1749991304984,31947,7,0.98
1749991305485,32448,7,0.98
1749991305985,32948,7,1.00
1749991306484,33447,5,1.96
1749991306985,33948,5,1.79
1749991307485,34448,5,0.98
1749991307985,34948,5,0.99
1749991308485,35448,5,1.05
1749991308985,35948,5,1.03
1749991309485,36448,5,1.03
1749991309985,36948,5,1.27
1749991310485,37448,5,4.83
1749991310984,37947,6,1.42
1749991311485,38448,6,1.02
1749991311985,38948,6,0.97
1749991312485,39448,6,1.00
1749991312985,39948,6,1.13
1749991313485,40448,6,1.06
1749991313984,40947,5,1.15
1749991314485,41448,5,1.04
1749991314985,41948,5,1.00
1749991315485,42448,5,1.01
1749991315985,42948,5,0.94
1749991316485,43448,5,1.03
1749991316984,43947,5,1.05
1749991317485,44448,6,1.05
1749991317985,44948,6,0.99
1749991318484,45447,6,1.06
1749991318985,45948,6,1.06
1749991319485,46448,6,1.05
1749991319984,46947,6,1.07
1749991320485,47448,6,1.00
1749991320985,47948,6,1.05
1749991321485,48448,6,1.04
1749991321985,48948,6,1.02
1749991322485,49448,6,1.01
1749991322985,49948,6,1.05
1749991323484,50447,6,1.03
1749991323985,50948,6,1.05
1749991324485,51448,5,1.12
1749991324985,51948,5,0.98
1749991325485,52448,6,4.14
1749991325985,52948,6,1.03
1749991326486,53449,6,0.98
1749991326986,53949,6,1.02
1749991327485,54448,6,1.06
1749991327986,54949,6,1.02
1749991328486,55449,6,0.98
1749991328985,55948,6,1.02
1749991329486,56449,6,1.02
1749991329986,56949,6,1.01
1749991330487,57450,6,1.04
1749991330987,57950,6,1.06
1749991331487,58450,6,1.03
1749991334919,61882,6,1.02
1749991335419,62382,6,1.00
1749991335919,62882,6,0.91
1749991336419,63382,6,0.95
1749991336919,63882,6,0.92
1749991337419,64382,6,0.98
1749991337920,64883,6,1.00
1749991338419,65382,6,1.10
1749991338919,65882,6,1.15
1749991339420,66383,6,1.04
1749991339920,66883,6,1.01
1749991340420,67383,6,1.01
1749991340921,67884,6,1.03
1749991341420,68383,6,1.01
1749991341921,68884,6,1.02
1749991342420,69383,6,1.02
1749991342920,69883,6,1.15
1749991343420,70383,6,4.26
1749991343920,70883,6,1.02
1749991344421,71384,6,1.01
1749991344920,71883,6,1.00
1749991345420,72383,6,0.99
1749991345920,72883,6,1.01
1749991346420,73383,6,1.01
1749991346920,73883,7,1.02
1749991347421,74384,7,1.13
1749991347920,74883,7,1.02
1749991348420,75383,7,0.92
1749991348921,75884,7,0.94
