issueCount,syncInterval,run,createTTVF,updateTTVF
5,30,1,5.257106999999451,4.900093999999626
5,30,1,2.170802000000549,5.001559999996971
5,30,1,2.2423410000046715,25.773177999988548
5,30,1,2.424845000001369,4.088923999981489
5,30,1,2.095310000004247,4.283792000001995
25,30,1,2.2020379999885336,24.660155999998096
25,30,1,2.828577999956906,25.353907999990042
25,30,1,1.945428000006359,25.203211000014562
25,30,1,4.106230000033975,24.88463899999624
25,30,1,2.3608750000130385,23.917676999990363
25,30,1,2.018994999991264,25.536493999999948
25,30,1,3.34965300001204,25.750831000041217
25,30,1,3.8491609999909997,25.614717999997083
25,30,1,2.021589000010863,24.38818300003186
25,30,1,3.1537310000276193,24.88973699999042
25,30,1,2.8447100000921637,9.236085999989882
25,30,1,2.4693459999980405,5.313569999998435
25,30,1,2.2659810000332072,25.87670700007584
25,30,1,2.3112240000627935,26.320584999979474
25,30,1,2.7122159999562427,26.48760900006164
25,30,1,2.567888000048697,25.651390000013635
25,30,1,2.8061219999799505,25.560627999948338
25,30,1,2.560325999977067,25.775992000009865
25,30,1,2.7434619999257848,30.622950999997556
25,30,1,3.4288840000517666,26.56856299994979
25,30,1,3.1995690000476316,25.81131700007245
25,30,1,2.6200800000224262,25.64207699999679
25,30,1,2.685057000024244,25.152909999946132
25,30,1,2.7199879999971017,26.85808800009545
25,30,1,3.1276819999329746,25.897138000000268
5,30,2,2.997423999942839,24.91872000019066
5,30,2,1.8696439999621361,25.120157999917865
5,30,2,1.8405519998632371,29.23541700001806
5,30,2,2.117720999987796,25.00942499982193
5,30,2,2.790273000020534,23.819262000033632
25,30,2,3.8824519999325275,24.49386699986644
25,30,2,1.990874000126496,25.937295000068843
25,30,2,1.9278480000793934,25.83614800008945
25,30,2,2.224439999787137,25.951895999955013
25,30,2,1.9896909999661148,24.197283999994397
25,30,2,1.9261710001155734,24.486149000003934
25,30,2,1.9142559999600053,24.083854999858886
25,30,2,3.907162999967113,25.50770499999635
25,30,2,2.0904800000134856,25.068261000094935
25,30,2,1.9806810000445694,25.670574000105262
25,30,2,2.417337999911979,24.839973999885842
25,30,2,2.6867899999488145,25.206235999939963
25,30,2,2.016162999905646,25.681940000038594
25,30,2,4.192737999837846,25.56757600000128
25,30,2,2.1413690000772476,26.120971000287682
25,30,2,2.059764999896288,10.39721899991855
25,30,2,2.7199340001679957,25.856480999849737
25,30,2,2.131881999783218,25.951070999726653
25,30,2,2.270500000100583,26.17428100015968
25,30,2,2.9412830001674592,25.684845000039786
25,30,2,2.5292910002171993,25.538685000035912
25,30,2,2.586852999869734,26.163472999818623
25,30,2,3.5136319999583066,26.24884600006044
25,30,2,3.107598999980837,25.842389999888837
25,30,2,3.707713000010699,25.526062999852
5,30,3,2.3912340002134442,24.089509999845177
5,30,3,1.8151530004106462,4.518257999792695
5,30,3,1.9601309997960925,25.24496200028807
5,30,3,2.0649520000442863,25.25770300021395
5,30,3,2.1235969997942448,24.305498000234365
25,30,3,3.877804999705404,24.812787000089884
25,30,3,1.9964370001107454,5.354834999889135
25,30,3,2.007885000202805,25.69243500009179
25,30,3,2.274917000439018,24.85769100021571
25,30,3,2.319904000032693,25.149726999923587
25,30,3,1.8678840002976358,25.669511000160128
25,30,3,1.807215000037104,25.31022399989888
25,30,3,4.068081000354141,25.43878600001335
25,30,3,3.6465020002797246,25.793571999762207
25,30,3,2.0178489997051656,24.730770000256598
