timestamp_ms,elapsed_ms,ram_mb,cpu_percent
1749859120654,3477,4,10.65
1749859121154,3977,6,6.19
1749859121654,4477,5,1.68
1749859122154,4977,5,1.16
1749859122654,5477,6,2.24
1749859123177,6000,7,5.55
1749859123654,6477,6,3.20
1749859124154,6977,8,3.98
1749859124654,7477,8,1.18
1749859125154,7977,7,3.54
1749859125655,8478,7,1.00
1749859126155,8978,7,0.97
1749859126655,9478,7,1.00
1749859127155,9978,7,1.02
1749859127655,10478,7,1.00
1749859128155,10978,7,0.98
1749859128655,11478,7,0.98
1749859132740,15563,7,1.03
1749859133240,16063,7,0.96
1749859133740,16563,7,0.97
1749859134240,17063,7,0.99
1749859134741,17564,7,0.92
1749859135241,18064,7,0.94
1749859135741,18564,7,0.90
1749859136241,19064,7,0.94
1749859136741,19564,8,3.87
1749859137241,20064,8,1.29
1749859137742,20565,9,2.01
1749859138242,21065,9,6.03
1749859138742,21565,10,2.64
1749859139243,22066,10,1.31
1749859139743,22566,10,1.54
1749859140243,23066,9,3.15
1749859140743,23566,9,0.93
1749859141243,24066,9,0.92
1749859141743,24566,9,0.90
1749859142243,25066,9,0.95
1749859142743,25566,9,1.00
1749859143244,26067,9,0.95
1749859143744,26567,9,0.96
1749859144244,27067,9,0.96
1749859144744,27567,9,0.94
1749859145244,28067,5,5.39
1749859145745,28568,5,1.11
1749859146245,29068,6,2.12
1749859146745,29568,7,5.97
1749859147245,30068,6,2.88
1749859147746,30569,7,1.85
1749859148246,31069,7,1.17
1749859148745,31568,7,3.08
1749859149245,32068,7,1.01
1749859149745,32568,7,0.96
1749859150245,33068,7,0.99
1749859150745,33568,7,0.97
1749859151246,34069,7,0.96
1749859151745,34568,7,0.96
1749859152245,35068,7,0.96
1749859152745,35568,7,0.97
1749859153245,36068,4,2.27
1749859153745,36568,4,0.92
1749859154245,37068,4,1.43
1749859154746,37569,4,0.90
1749859155246,38069,4,0.94
1749859155746,38569,4,0.92
1749859156247,39070,4,0.91
1749859156747,39570,4,0.91
1749859157246,40069,5,4.39
1749859157746,40569,5,1.12
1749859158246,41069,7,2.46
1749859158747,41570,7,7.21
1749859159247,42070,8,2.64
1749859159747,42570,8,1.91
1749859160247,43070,7,3.05
1749859160747,43570,8,1.19
1749859161247,44070,8,0.95
1749859161747,44570,8,0.93
1749859162247,45070,8,0.96
1749859162747,45570,8,0.95
1749859163247,46070,8,0.93
1749859163748,46571,8,0.94
1749859164248,47071,8,0.94
1749859168333,51156,8,0.93
1749859168833,51656,8,0.98
1749859169333,52156,8,0.93
1749859169834,52657,8,0.92
1749859170335,53158,8,0.91
1749859170835,53658,8,0.97
1749859171335,54158,8,0.91
1749859171835,54658,8,0.92
1749859172335,55158,8,0.92
1749859172835,55658,10,4.33
1749859173335,56158,10,1.15
1749859173836,56659,8,2.29
1749859174336,57159,9,7.20
1749859174836,57659,10,2.81
1749859175337,58160,10,1.83
1749859175837,58660,10,1.18
1749859176336,59159,10,3.23
1749859176837,59660,10,0.95
1749859177337,60160,10,0.98
1749859177838,60661,10,0.99
1749859178338,61161,10,0.94
1749859178838,61661,10,0.97
1749859179339,62162,10,0.95
1749859179838,62661,10,0.99
1749859180338,63161,10,0.95
1749859180838,63661,10,1.31
1749859181338,64161,10,3.99
1749859181838,64661,10,1.20
1749859182338,65161,11,2.20
1749859182838,65661,10,6.16
1749859183337,66160,12,2.78
1749859183838,66661,12,1.71
1749859184338,67161,11,3.14
1749859184838,67661,12,1.42
1749859185338,68161,12,0.94
1749859185838,68661,12,0.97
1749859186338,69161,12,0.94
1749859186837,69660,12,0.96
1749859187338,70161,12,0.93
1749859187838,70661,12,0.97
1749859188338,71161,12,0.93
1749859188838,71661,12,1.10
1749859189338,72161,12,1.00
1749859189838,72661,12,1.00
1749859190338,73161,12,0.91
1749859190838,73661,12,0.91
1749859191339,74162,12,0.95
1749859191838,74661,12,0.90
1749859192339,75162,5,2.76
1749859192839,75662,5,1.54
1749859193339,76162,5,4.88
1749859193839,76662,6,1.14
1749859194339,77162,6,2.68
1749859194839,77662,7,6.06
1749859195338,78161,7,3.90
1749859195839,78662,7,1.68
1749859196339,79162,7,1.12
1749859196839,79662,9,3.30
1749859197339,80162,9,1.20
1749859197839,80662,9,0.95
1749859198339,81162,9,1.01
1749859198839,81662,9,0.95
1749859199339,82162,9,0.90
1749859199839,82662,9,0.92
1749859200339,83162,9,0.93
1749859204424,87247,9,1.06
1749859204924,87747,9,0.92
