issueCount,syncInterval,run,createTTVF,updateTTVF
5,none,1,1280.144427000545,1280.8741170000285
5,none,1,1281.5847840001807,1280.2493759999052
5,none,1,1283.4983620001003,1280.4292359994724
5,none,1,1282.6588439997286,1281.4424670003355
5,none,1,1281.206557999365,1281.1667369995266
25,none,1,1784.5021549994126,1280.9298240002245
25,none,1,1284.215165999718,1281.540966000408
25,none,1,1283.7669310001656,1280.9665930001065
25,none,1,1282.6451260000467,1280.3094429988414
25,none,1,1284.122126000002,1281.9367770012468
25,none,1,1283.7290439996868,1278.9785730000585
25,none,1,1284.673568001017,1782.7240490000695
25,none,1,2288.5628289990127,1280.6935970000923
25,none,1,1284.177929000929,1784.5348719991744
25,none,1,1285.1864600013942,1280.4814899992198
25,none,1,1285.10021100007,1281.1384709998965
25,none,1,1287.49162799865,1280.4793609995395
25,none,1,1284.351206999272,1782.783825000748
25,none,1,1286.7662780005485,1283.0026250015944
25,none,1,1283.8418079987168,1280.5597729999572
25,none,1,1285.0191449988633,1282.2678349986672
25,none,1,1285.639837000519,1287.4673109985888
25,none,1,1283.9352929983288,1281.752473000437
25,none,1,1286.6279779989272,1282.5000710003078
25,none,1,1287.1893889997154,1284.533894000575
25,none,1,1286.1472440008074,1283.027447000146
25,none,1,1285.8561090007424,1282.4026859998703
25,none,1,1286.4647850003093,1284.478629000485
25,none,1,1288.0116029996425,1282.6456909999251
25,none,1,1289.9330659992993,1283.5455339998007
5,none,2,1280.245605001226,1785.2520049996674
5,none,2,1279.7505859993398,1282.9107770007104
5,none,2,1280.405833998695,1782.132486000657
5,none,2,2283.7539539989084,1280.8294329997152
5,none,2,1283.5994850005955,1781.6453959997743
25,none,2,1283.8151889983565,1279.486798999831
25,none,2,1284.5493119992316,1280.3213470000774
25,none,2,1285.3871209993958,1280.9378909990191
25,none,2,1285.0984799992293,1285.057274999097
25,none,2,1283.7438629996032,1282.199198000133
25,none,2,1282.824156999588,1282.250400999561
25,none,2,1287.9172649998218,1783.045446999371
25,none,2,1284.415237000212,1282.3819750007242
25,none,2,1284.1175970006734,1281.2172090001404
25,none,2,1284.5458819996566,1281.3431160002947
25,none,2,1284.9252030011266,1282.7106139995158
25,none,2,1284.7381020002067,1283.1184080000967
25,none,2,1285.4270069990307,1280.4519730005413
25,none,2,1284.9343019984663,1281.8216420002282
25,none,2,1286.7089039999992,1282.723857998848
25,none,2,1285.2861850000918,1783.1135859992355
25,none,2,1286.1196949984878,1281.9561219997704
25,none,2,1285.6849459987134,1282.4221379999071
25,none,2,1287.4452780000865,1284.5059159994125
25,none,2,1287.2895630002022,1282.5060399994254
25,none,2,1285.3355039991438,1282.6165619995445
25,none,2,1288.7927149999887,1281.741098999977
25,none,2,1285.3791199997067,1784.7227539997548
25,none,2,1789.6109079997987,1280.9186390005052
25,none,2,1790.8413089998066,1281.821616999805
5,none,3,1280.61398900114,1280.633969001472
5,none,3,1280.2010930012912,1287.9098049998283
5,none,3,1280.7047349996865,1278.4381879996508
5,none,3,1281.3211800009012,1282.866800999269
5,none,3,1280.1180659998208,1782.7732969988137
25,none,3,1282.0592559985816,1281.3941970001906
25,none,3,1282.8917069993913,1279.6805059984326
25,none,3,1282.495173001662,1282.2085849996656
25,none,3,1282.7841610014439,1282.2963390015066
25,none,3,1282.87423199974,1781.492427000776
25,none,3,1284.723285999149,1282.2875419985503
25,none,3,1285.1338510010391,1282.1865800004452
25,none,3,1284.7492520008236,1284.3390589989722
25,none,3,1282.9623849987984,1282.0035650003701
25,none,3,1284.1149669997394,1279.9369389992207
25,none,3,1287.1726459991187,1783.0711909998208
25,none,3,1284.7858440000564,1282.281487999484
25,none,3,1285.241199998185,1282.8549809996039
25,none,3,1284.6137760002166,1278.9337789993733
25,none,3,1284.0042809993029,1280.1807039994746
25,none,3,1284.840893998742,1280.1333779990673
25,none,3,1786.2162679992616,1282.899559000507
25,none,3,1285.9407710004598,1281.5471620000899
25,none,3,1286.5958939995617,1783.247719001025
25,none,3,1285.3066610004753,1281.8522139992565
25,none,3,1287.0675300005823,1283.9479750003666
25,none,3,1285.911666000262,1782.9375480003655
25,none,3,1287.0074909999967,1281.7242630012333
25,none,3,1287.1036990005523,1282.2193379998207
25,none,3,1288.8348229993135,1283.8904320001602
5,none,4,1282.0179329998791,1279.8116170000285
5,none,4,1282.1596530005336,1282.5205370001495
5,none,4,1284.7957790009677,1281.5465540010482
5,none,4,1281.5011769998819,1282.0554729998112
5,none,4,1283.6842580009252,1281.6826740000397
25,none,4,1785.2914770003408,1280.928200000897
25,none,4,1282.605740999803,1280.59635899961
25,none,4,1786.5293639991432,1283.6764749996364
25,none,4,1282.9214420001954,1279.8806170001626
25,none,4,1786.8179150000215,1282.8986189998686
25,none,4,1283.6513229999691,1782.7141699995846
25,none,4,1286.0716120004654,1282.3680259995162
25,none,4,1285.4199640005827,1281.3911879993975
25,none,4,1283.848340999335,1784.3229020014405
25,none,4,1285.2426239997149,1780.7679719999433
25,none,4,1286.419403001666,1282.9564660005271
25,none,4,1283.9088840000331,1782.6019039992243
25,none,4,1291.3407640010118,1782.7547290008515
25,none,4,1286.549110000953,1785.2604790013283
25,none,4,1287.9089449997991,1782.456696998328
25,none,4,1284.6602069996297,1784.0224910005927
25,none,4,1286.1437539998442,1781.5902559999377
25,none,4,1288.1648150011897,1782.8066150005907
25,none,4,1286.4233020003885,1280.0927039999515
25,none,4,1288.131737999618,1284.404939999804
25,none,4,1287.4258110001683,1784.6635739989579
25,none,4,1788.8507400006056,1782.1723549999297
25,none,4,1290.449206000194,1784.324895998463
25,none,4,1288.3756200000644,1783.0209389999509
25,none,4,1792.739747999236,1281.7671069987118
5,none,5,1279.9878150001168,1283.0687469989061
5,none,5,1280.1020449995995,1280.9845349993557
5,none,5,1283.8574400004,1282.684355000034
5,none,5,1280.9697030000389,1282.7207899987698
5,none,5,1282.6653770003468,1281.5188870001584
25,none,5,1283.9237360004336,1282.3741859998554
25,none,5,1281.3770910017192,1278.452486999333
25,none,5,1281.5570119991899,1281.8781289998442
25,none,5,1282.0401119999588,1281.420490000397
25,none,5,1282.58266899921,1281.3189109992236
25,none,5,1282.745691999793,1282.5926409997046
25,none,5,1284.9362359996885,1281.389906000346
25,none,5,1285.225713999942,1785.0262199994177
25,none,5,1286.0127249993384,1282.214532000944
25,none,5,1284.2145079988986,1280.5457329992205
25,none,5,1284.73852599971,1278.9145769998431
25,none,5,1788.1194239985198,1281.8182199988514
25,none,5,1284.3792380001396,1283.9408669993281
25,none,5,1286.426186999306,1282.9458590000868
25,none,5,1286.6235720012337,1280.2916900012642
25,none,5,1285.186278000474,1281.2144019994885
25,none,5,1285.3818079996854,1281.5417999997735
25,none,5,1286.5131589993834,2284.3983399998397
25,none,5,1288.067676000297,1281.8457909990102
25,none,5,1288.0285689998418,1282.827857999131
25,none,5,1285.1724539995193,1281.4555409997702
25,none,5,1285.5535040013492,1282.3879429996014
25,none,5,1286.489877998829,1281.8831840008497
25,none,5,1287.6704510003328,1282.8121610004455
25,none,5,1288.6539620012045,1283.88676699996
