timestamp_ms,elapsed_ms,ram_mb,cpu_percent
1749766876199,3417,4,9.25
1749766876701,3919,6,5.70
1749766877199,4417,6,1.94
1749766877699,4917,6,1.09
1749766878199,5417,8,2.73
1749766878699,5917,9,6.97
1749766879199,6417,9,2.94
1749766879699,6917,10,1.83
1749766880199,7417,10,1.23
1749766880699,7917,4,4.80
1749766881199,8417,4,1.09
1749766881699,8917,4,0.97
1749766882199,9417,4,0.96
1749766882700,9918,4,0.99
1749766883200,10418,4,0.94
1749766883701,10919,4,1.11
1749766884200,11418,4,0.95
1749766884700,11918,4,0.92
1749766885199,12417,4,0.97
1749766885700,12918,4,0.92
1749766886200,13418,4,0.93
1749766886701,13919,4,0.88
1749766887201,14419,4,0.87
1749766887701,14919,4,0.99
1749766888202,15420,4,0.87
1749766888701,15919,4,0.89
1749766889202,16420,4,0.87
1749766889702,16920,4,0.87
1749766890203,17421,4,0.95
1749766890702,17920,4,0.94
1749766891202,18420,4,0.92
1749766891701,18919,4,0.87
1749766892202,19420,4,0.94
1749766892702,19920,4,0.98
1749766893202,20420,4,0.87
1749766893702,20920,4,0.85
1749766894202,21420,4,0.87
1749766894702,21920,4,0.88
1749766895202,22420,4,0.85
1749766895701,22919,4,0.85
1749766896202,23420,4,0.84
1749766896702,23920,4,0.82
1749766897202,24420,4,0.85
1749766897702,24920,4,0.85
1749766898202,25420,4,0.85
1749766898702,25920,4,0.84
1749766899203,26421,4,0.93
1749766899703,26921,4,0.88
1749766900203,27421,4,0.88
1749766900703,27921,4,0.92
1749766901203,28421,4,0.90
1749766904636,31854,4,0.90
1749766905136,32354,4,0.92
1749766905635,32853,4,0.91
1749766906136,33354,4,0.88
1749766906635,33853,4,2.33
1749766907135,34353,4,1.44
1749766907636,34854,4,0.93
1749766908136,35354,4,0.92
1749766908635,35853,4,0.93
1749766909136,36354,4,0.94
1749766909636,36854,4,0.90
1749766910136,37354,4,0.88
1749766910636,37854,4,0.93
1749766911136,38354,4,0.91
1749766911637,38855,4,0.95
1749766912137,39355,4,0.90
1749766912637,39855,4,0.94
1749766913137,40355,4,0.93
1749766913637,40855,4,0.91
1749766914138,41356,4,0.93
1749766914638,41856,4,0.93
1749766915137,42355,4,0.93
1749766915638,42856,4,0.91
1749766916138,43356,4,0.89
1749766916638,43856,4,0.93
1749766917138,44356,4,0.87
1749766917638,44856,4,0.88
1749766918138,45356,4,0.88
1749766918638,45856,4,0.91
1749766919138,46356,4,0.90
1749766919638,46856,4,0.90
1749766920138,47356,4,0.95
1749766920637,47855,4,0.90
1749766921137,48355,4,0.92
1749766921638,48856,4,0.90
1749766922138,49356,4,0.90
1749766922638,49856,4,0.91
1749766923138,50356,4,0.90
1749766923639,50857,4,1.11
1749766924138,51356,4,0.93
1749766924639,51857,4,0.88
1749766925138,52356,4,0.92
1749766925638,52856,4,0.91
1749766926138,53356,4,0.91
1749766926638,53856,4,0.89
1749766927138,54356,4,0.97
1749766927638,54856,4,0.91
1749766928137,55355,4,0.92
1749766928638,55856,4,0.89
1749766929138,56356,4,0.94
1749766929637,56855,4,0.86
1749766930137,57355,4,0.89
1749766930638,57856,4,0.91
1749766931138,58356,4,0.91
1749766931638,58856,4,0.90
1749766932138,59356,4,0.93
1749766932638,59856,4,0.88
1749766933138,60356,4,1.02
1749766933638,60856,4,0.88
1749766934137,61355,4,0.92
1749766934638,61856,4,1.27
1749766935138,62356,4,0.89
1749766935637,62855,4,0.91
1749766936138,63356,4,1.23
1749766939571,66789,4,0.86
1749766940072,67290,4,0.86
1749766940572,67790,4,0.88
1749766941073,68291,4,0.90
1749766941572,68790,4,0.83
1749766942072,69290,4,0.90
1749766942572,69790,5,3.02
1749766943072,70290,5,1.89
1749766943572,70790,8,2.86
1749766944072,71290,8,1.09
1749766944572,71790,9,6.37
1749766945073,72291,8,3.05
1749766945572,72790,8,1.76
1749766946073,73291,8,1.11
1749766946573,73791,9,3.48
1749766947073,74291,9,1.15
1749766947573,74791,9,0.91
1749766948073,75291,9,0.93
1749766948573,75791,9,0.95
1749766949074,76292,9,0.98
1749766949573,76791,9,0.91
1749766950073,77291,9,0.93
1749766950573,77791,9,0.90
1749766951073,78291,9,0.99
1749766951573,78791,9,0.96
1749766952073,79291,9,0.90
1749766952574,79792,9,0.92
1749766953074,80292,9,0.93
1749766953574,80792,9,0.93
1749766954074,81292,9,0.91
1749766954574,81792,9,0.90
1749766955074,82292,9,0.90
1749766955574,82792,9,0.93
1749766956074,83292,9,0.88
1749766956574,83792,9,0.87
1749766957074,84292,9,0.92
1749766957574,84792,9,0.90
1749766958074,85292,9,0.88
1749766958575,85793,10,0.89
1749766959074,86292,10,0.95
1749766959574,86792,10,0.88
1749766960074,87292,10,0.88
1749766960574,87792,10,0.86
1749766961074,88292,10,0.93
1749766961574,88792,10,0.97
1749766962074,89292,10,0.85
1749766962574,89792,10,1.53
1749766963074,90292,10,0.90
1749766963574,90792,10,0.94
1749766964074,91292,10,0.88
1749766964574,91792,10,0.88
1749766965074,92292,10,0.92
1749766965574,92792,10,0.88
1749766966075,93293,10,0.90
1749766966574,93792,10,0.93
1749766967074,94292,10,0.94
1749766967574,94792,10,0.90
1749766968074,95292,10,0.86
1749766968574,95792,10,0.98
1749766969075,96293,10,0.88
1749766969574,96792,10,0.93
1749766970074,97292,10,0.92
1749766970574,97792,10,0.97
1749766971074,98292,10,1.13
1749766971574,98792,10,0.94
1749766975008,102226,10,0.93
1749766975507,102725,10,0.88
1749766976008,103226,10,0.98
1749766976508,103726,10,0.87
1749766977008,104226,10,0.91
1749766977509,104727,4,2.03
1749766978009,105227,4,1.81
1749766978508,105726,4,0.88
1749766979008,106226,4,0.90
1749766979509,106727,4,0.86
1749766980008,107226,4,0.83
1749766980508,107726,4,0.87
1749766981009,108227,4,0.85
1749766981508,108726,4,0.85
1749766982009,109227,4,0.99
1749766982508,109726,4,0.90
1749766983008,110226,4,0.95
1749766983508,110726,4,0.88
1749766984009,111227,4,0.88
1749766984509,111727,4,0.90
1749766985009,112227,4,0.96
1749766985508,112726,4,0.91
1749766986008,113226,4,0.97
